"FIPS"	"NAME"	"ID"	"STATE"	"VERSION"	"START_DATE"	"END_DATE"	"CREATION_OR_CHANGE"	"CITATION"	"START_N"	"END_N"	"DATASET"
"17043"	"DU PAGE"	"ils_dupage"	"IL"	"1"	09 02 1839 0:00:00	31 12 2000 0:00:00	"DU PAGE created from COOK. On 2 March 1837, an unsuccessful attempt was made to create MICHIGAN (proposed) in the same general area."	"(Ill. Laws 1838-1839, pp. 73-74)"	18390209	20001231	"IL_AtlasHCB"
"17167"	"SANGAMON"	"ils_sangamon"	"IL"	"4"	15 02 1839 0:00:00	01 03 1839 0:00:00	"SANGAMON lost to creation of DANE (now CHRISTIAN), LOGAN, and MENARD."	"(Ill. Laws 1838-1839, pp. 104-107)"	18390215	18390301	"IL_AtlasHCB"
"17129"	"MENARD"	"ils_menard"	"IL"	"1"	15 02 1839 0:00:00	19 01 1841 0:00:00	"MENARD created from SANGAMON."	"(Ill. Laws 1838-1839, pp. 104-107)"	18390215	18410119	"IL_AtlasHCB"
"17107"	"LOGAN"	"ils_logan"	"IL"	"1"	15 02 1839 0:00:00	26 01 1840 0:00:00	"LOGAN created from SANGAMON."	"(Ill. Laws 1838-1839, pp. 104-107)"	18390215	18400126	"IL_AtlasHCB"
"17021"	"DANE"	"ils_christian"	"IL"	"1"	15 02 1839 0:00:00	25 02 1839 0:00:00	"DANE (now CHRISTIAN) created from MONTGOMERY and SANGAMON."	"(Ill. Laws 1838-1839, pp. 104-107)"	18390215	18390225	"IL_AtlasHCB"
"17135"	"MONTGOMERY"	"ils_montgomery"	"IL"	"3"	15 02 1839 0:00:00	31 12 2000 0:00:00	"MONTGOMERY lost to creation of DANE (now CHRISTIAN)."	"(Ill. Laws 1838-1839, pp. 104-107)"	18390215	20001231	"IL_AtlasHCB"
"17171"	"SCOTT"	"ils_scott"	"IL"	"1"	16 02 1839 0:00:00	31 12 2000 0:00:00	"SCOTT created from MORGAN."	"(Ill. Laws 1838-1839, pp. 126-130)"	18390216	20001231	"IL_AtlasHCB"
"17137"	"MORGAN"	"ils_morgan"	"IL"	"3"	16 02 1839 0:00:00	04 05 1845 0:00:00	"MORGAN lost to creation of SCOTT."	"(Ill. Laws 1838-1839, pp. 126-130)"	18390216	18450504	"IL_AtlasHCB"
"17195"	"WHITESIDE"	"ils_whiteside"	"IL"		21 02 1839 0:00:00		"WHITESIDE fully organized, detached from OGLE."	"(Ill. Laws 1838-1839, pp. 143-144)"	18390221		"IL_AtlasHCB"
"17141"	"OGLE"	"ils_ogle"	"IL"		21 02 1839 0:00:00		"WHITESIDE fully organized, detached from OGLE."	"(Ill. Laws 1838-1839, pp. 143-144)"	18390221		"IL_AtlasHCB"
"17015"	"CARROLL"	"ils_carroll"	"IL"	"1"	22 02 1839 0:00:00	31 12 2000 0:00:00	"CARROLL created from JO DAVIESS."	"(Ill. Laws 1838-1839, pp. 160-162)"	18390222	20001231	"IL_AtlasHCB"
"17085"	"JO DAVIESS"	"ils_jodaviess"	"IL"	"6"	22 02 1839 0:00:00	31 12 2000 0:00:00	"JO DAVIESS lost to OGLE and lost to creation of CARROLL."	"(Ill. Laws 1838-1839, pp. 160-162)"	18390222	20001231	"IL_AtlasHCB"
"17141"	"OGLE"	"ils_ogle"	"IL"	"2"	22 02 1839 0:00:00	26 02 1839 0:00:00	"OGLE gained from JO DAVIESS."	"(Ill. Laws 1838-1839, pp. 160-162)"	18390222	18390226	"IL_AtlasHCB"
"17021"	"DANE"	"ils_christian"	"IL"	"2"	26 02 1839 0:00:00	31 01 1840 0:00:00	"DANE (now CHRISTIAN) gained from SHELBY."	"(Ill. Laws 1838-1839, pp. 187-188)"	18390226	18400131	"IL_AtlasHCB"
"17173"	"SHELBY"	"ils_shelby"	"IL"	"2"	26 02 1839 0:00:00	15 02 1843 0:00:00	"SHELBY lost to DANE (now CHRISTIAN)."	"(Ill. Laws 1838-1839, pp. 187-188)"	18390226	18430215	"IL_AtlasHCB"
"17141"	"OGLE"	"ils_ogle"	"IL"	"3"	27 02 1839 0:00:00	31 12 2000 0:00:00	"OGLE lost to creation of LEE."	"(Ill. Laws 1838-1839, pp. 170-172)"	18390227	20001231	"IL_AtlasHCB"
"17113"	"McLEAN"	"ils_mclean"	"IL"	"3"	01 03 1839 0:00:00	26 02 1841 0:00:00	"McLEAN lost to creation of DE WITT."	"(Ill. Laws 1838-1839, pp. 199-201)"	18390301	18410226	"IL_AtlasHCB"
"17039"	"DE WITT"	"ils_dewitt"	"IL"	"1"	01 03 1839 0:00:00	26 01 1841 0:00:00	"DE WITT created from McLEAN and MACON."	"(Ill. Laws 1838-1839, pp. 199-201)"	18390301	18410126	"IL_AtlasHCB"
"17115"	"MACON"	"ils_macon"	"IL"	"2"	01 03 1839 0:00:00	01 03 1839 0:00:00	"MACON lost to creation of DE WITT."	"(Ill. Laws 1838-1839, pp. 199-201)"	18390301	18390301	"IL_AtlasHCB"
"17097"	"LAKE"	"ils_lake"	"IL"	"1"	01 03 1839 0:00:00	31 12 2000 0:00:00	"LAKE created from McHENRY."	"(Ill. Laws 1838-1839, pp. 216-217)"	18390301	20001231	"IL_AtlasHCB"
"17111"	"McHENRY"	"ils_mchenry"	"IL"	"2"	01 03 1839 0:00:00	31 12 2000 0:00:00	"McHENRY lost to creation of LAKE."	"(Ill. Laws 1838-1839, pp. 216-217)"	18390301	20001231	"IL_AtlasHCB"
"17007"	"BOONE"	"ils_boone"	"IL"		02 03 1839 0:00:00		"Legislature authorized BOONE to gain from McHENRY townships 43 to 46 north, range 5 east, dependent on local referendum that failed [no change]."	"(Ill. Laws 1838-1839, p. 242)"	18390302		"IL_AtlasHCB"
"17111"	"McHENRY"	"ils_mchenry"	"IL"		02 03 1839 0:00:00		"Legislature authorized BOONE to gain townships 43 to 46, range 5 east, fromf McHENRY, dependent on local referendum that failed [no change]."	"(Ill. Laws 1838-1839, p. 242)"	18390302		"IL_AtlasHCB"
"17011"	"BUREAU"	"ils_bureau"	"IL"	"3"	02 03 1839 0:00:00	31 12 2000 0:00:00	"BUREAU gained from PUTNAM."	"(Ill. Laws 1838-1839, p. 229)"	18390302	20001231	"IL_AtlasHCB"
"17167"	"SANGAMON"	"ils_sangamon"	"IL"	"5"	02 03 1839 0:00:00	01 03 1843 0:00:00	"SANGAMON lost to MACON."	"(Ill. Laws 1838-1839, p. 265)"	18390302	18430301	"IL_AtlasHCB"
"17115"	"MACON"	"ils_macon"	"IL"	"3"	02 03 1839 0:00:00	26 01 1841 0:00:00	"MACON gained from SANGAMON."	"(Ill. Laws 1838-1839, p. 265)"	18390302	18410126	"IL_AtlasHCB"
"17123"	"MARSHALL"	"ils_marshall"	"IL"		02 03 1839 0:00:00		"Legislature authorized MARSHALL to gain townships 29 and 30 north, range 1 east, from LA SALLE, dependent on local referendum that failed [no change]."	"(Ill. Laws 1838-1839, p. 241)"	18390302		"IL_AtlasHCB"
"17099"	"LA SALLE"	"ils_lasalle"	"IL"		02 03 1839 0:00:00		"Legislature authorized MARSHALL and PUTNAM to gain from LA SALLE townships 29 to 32, and township 33 south of the Big Vermilion River, range 1 east, dependent on local referendum that failed [no change]."	"(Ill. Laws 1838-1839, p. 241)"	18390302		"IL_AtlasHCB"
"17175"	"STARK"	"ils_stark"	"IL"	"1"	02 03 1839 0:00:00	17 03 1839 0:00:00	"STARK created from PUTNAM. On 1 March 1837, an unsuccessful attempt was made to create COFFEE (proposed) in the same general area."	"(Ill. Laws 1838-1839, pp. 229-232)"	18390302	18390317	"IL_AtlasHCB"
"17155"	"PUTNAM"	"ils_putnam"	"IL"	"6"	02 03 1839 0:00:00	31 12 2000 0:00:00	"PUTNAM lost to BUREAU and lost to creation of STARK. Legislature authorized PUTNAM to gain townships 31, 32 and 33 south of the Big Vermilion River, range 1 east, from LA SALLE, dependent on local referendum that failed [no change]."	"(Ill. Laws 1838-1839, pp. 229-232, 241)"	18390302	20001231	"IL_AtlasHCB"
"17095"	"KNOX"	"ils_knox"	"IL"	"3"	18 03 1839 0:00:00	31 12 2000 0:00:00	"KNOX lost to STARK."	"(Ill. Laws 1838-1839, pp. 229-230)"	18390318	20001231	"IL_AtlasHCB"
"17175"	"STARK"	"ils_stark"	"IL"	"2"	18 03 1839 0:00:00	31 12 2000 0:00:00	"STARK gained from KNOX."	"(Ill. Laws 1838-1839, pp. 229-230)"	18390318	20001231	"IL_AtlasHCB"
"17197"	"WILL"	"ils_will"	"IL"		31 08 1839 0:00:00		"In August 1839, the legislature authorized DU PAGE to gain the northern halves of township 37 north, ranges 9 and 10 east, from WILL, dependent on local referendum that failed [no change]."	"(History of Will, 358-359; Ill. Laws 1838-1839, pp. 73-74)"	18390831		"IL_AtlasHCB"
"17043"	"DU PAGE"	"ils_dupage"	"IL"		31 08 1839 0:00:00		"In August 1839, the legislature authorized DU PAGE to gain from WILL the northern half of township 37 north, ranges 9 and 10 east, dependent on local referendum that failed [no change]."	"(History of Will, 358-359; Ill. Laws 1838-1839, pp. 73-74)"	18390831		"IL_AtlasHCB"
"17069"	"HARDIN"	"ils_hardin"	"IL"	"1"	05 08 1839 0:00:00	07 01 1840 0:00:00	"HARDIN created from POPE."	"(Ill. Laws 1838-1839, pp. 234-236)"	18390805	18400107	"IL_AtlasHCB"
"17151"	"POPE"	"ils_pope"	"IL"	"4"	05 08 1839 0:00:00	07 01 1840 0:00:00	"POPE lost to creation of HARDIN."	"(Ill. Laws 1838-1839, pp. 234-236)"	18390805	18400107	"IL_AtlasHCB"
"17061"	"GREENE"	"ils_greene"	"IL"	"2"	05 08 1839 0:00:00	02 03 1851 0:00:00	"GREENE lost to creation of JERSEY."	"(Ill. Laws 1838-1839, pp. 208-211)"	18390805	18510302	"IL_AtlasHCB"
"17083"	"JERSEY"	"ils_jersey"	"IL"	"1"	05 08 1839 0:00:00	02 03 1851 0:00:00	"JERSEY created from GREENE."	"(Ill. Laws 1838-1839, pp. 208-211)"	18390805	18510302	"IL_AtlasHCB"
"17199"	"WILLIAMSON"	"ils_williamson"	"IL"	"1"	05 08 1839 0:00:00	31 12 2000 0:00:00	"WILLIAMSON created from FRANKLIN."	"(Ill. Laws 1838-1839, pp. 110-113)"	18390805	20001231	"IL_AtlasHCB"
"17055"	"FRANKLIN"	"ils_franklin"	"IL"	"3"	05 08 1839 0:00:00	31 12 2000 0:00:00	"FRANKLIN lost to creation of WILLIAMSON."	"(Ill. Laws 1838-1839, pp. 110-113)"	18390805	20001231	"IL_AtlasHCB"
"17069"	"HARDIN"	"ils_hardin"	"IL"	"2"	08 01 1840 0:00:00	19 02 1847 0:00:00	"HARDIN lost to POPE."	"(Ill. Laws 1839-1840, spec. sess., pp. 38-40)"	18400108	18470219	"IL_AtlasHCB"
"17151"	"POPE"	"ils_pope"	"IL"	"5"	08 01 1840 0:00:00	07 02 1843 0:00:00	"POPE gained from HARDIN."	"(Ill. Laws 1839-1840, spec. sess., pp. 38-40)"	18400108	18430207	"IL_AtlasHCB"
"17107"	"LOGAN"	"ils_logan"	"IL"	"2"	27 01 1840 0:00:00	25 02 1845 0:00:00	"LOGAN gained from TAZEWELL."	"(Ill. Laws 1839-1840, spec. sess., p. 29)"	18400127	18450225	"IL_AtlasHCB"
"17179"	"TAZEWELL"	"ils_tazewell"	"IL"	"3"	27 01 1840 0:00:00	19 01 1841 0:00:00	"TAZEWELL lost to LOGAN."	"(Ill. Laws 1839-1840, spec. sess., p. 29)"	18400127	18410119	"IL_AtlasHCB"
"17021"	"CHRISTIAN"	"ils_christian"	"IL"	"3"	01 02 1840 0:00:00	31 12 2000 0:00:00	"DANE renamed CHRISTIAN."	"(Ill. Laws 1839-1840, spec. sess., p. 80)"	18400201	20001231	"IL_AtlasHCB"
"17073"	"HENRY"	"ils_henry"	"IL"		01 02 1840 0:00:00		"Legislature authorized STARK to gain from HENRY all of township 14 north, range 5 east; and parts of township 14 north, range 4 east, and township 15 north, ranges 4 and 5 east, dependent on local referendum that failed [no change]."	"(Ill. Laws 1839-1840, spec. sess., pp. 62-63)"	18400201		"IL_AtlasHCB"
"17175"	"STARK"	"ils_stark"	"IL"		01 02 1840 0:00:00		"Legislature authorized STARK to gain from HENRY all of township 14 north, range 5 east; and parts of township 14 north, range 4 east, and township 15 north, ranges 4 and 5 east, dependent on local referendum that failed [no change]."	"(Ill. Laws 1839-1840, spec. sess., pp. 62-63)"	18400201		"IL_AtlasHCB"
"17187"	"WARREN"	"ils_warren"	"IL"	"2"	20 01 1841 0:00:00	31 12 2000 0:00:00	"WARREN lost to creation of HENDERSON."	"(Ill. Laws 1840-1841, pp. 67-69)"	18410120	20001231	"IL_AtlasHCB"
"17071"	"HENDERSON"	"ils_henderson"	"IL"	"1"	20 01 1841 0:00:00	31 12 2000 0:00:00	"HENDERSON created from WARREN."	"(Ill. Laws 1840-1841, pp. 67-69)"	18410120	20001231	"IL_AtlasHCB"
"17129"	"MENARD"	"ils_menard"	"IL"	"2"	20 01 1841 0:00:00	01 03 1843 0:00:00	"MENARD lost to creation of MASON."	"(Ill. Laws 1840-1841, pp. 69-71)"	18410120	18430301	"IL_AtlasHCB"
"17179"	"TAZEWELL"	"ils_tazewell"	"IL"	"4"	20 01 1841 0:00:00	26 02 1841 0:00:00	"TAZEWELL lost to creation of MASON."	"(Ill. Laws 1840-1841, pp. 69-71)"	18410120	18410226	"IL_AtlasHCB"
"17125"	"MASON"	"ils_mason"	"IL"	"1"	20 01 1841 0:00:00	31 12 2000 0:00:00	"MASON created from MENARD and TAZEWELL."	"(Ill. Laws 1840-1841, pp. 69-71)"	18410120	20001231	"IL_AtlasHCB"
"17115"	"MACON"	"ils_macon"	"IL"	"4"	27 01 1841 0:00:00	15 02 1843 0:00:00	"MACON lost to creation of PIATT."	"(Ill. Laws 1840-1841, pp. 71-74)"	18410127	18430215	"IL_AtlasHCB"
"17039"	"DE WITT"	"ils_dewitt"	"IL"	"2"	27 01 1841 0:00:00	25 02 1845 0:00:00	"DE WITT lost to creation of PIATT."	"(Ill. Laws 1840-1841, pp. 71-74)"	18410127	18450225	"IL_AtlasHCB"
"17147"	"PIATT"	"ils_piatt"	"IL"	"1"	27 01 1841 0:00:00	31 12 2000 0:00:00	"PIATT created from DE WITT and MACON."	"(Ill. Laws 1840-1841, pp. 71-74)"	18410127	20001231	"IL_AtlasHCB"
"17099"	"LA SALLE"	"ils_lasalle"	"IL"	"3"	17 02 1841 0:00:00	18 02 1841 0:00:00	"LA SALLE lost to creation of GRUNDY."	"(Ill. Laws 1840-1841, pp. 74-75)"	18410217	18410218	"IL_AtlasHCB"
"17063"	"GRUNDY"	"ils_grundy"	"IL"	"1"	17 02 1841 0:00:00	31 12 2000 0:00:00	"GRUNDY created from LA SALLE."	"(Ill. Laws 1840-1841, pp. 74-75)"	18410217	20001231	"IL_AtlasHCB"
"17119"	"MADISON"	"ils_madison"	"IL"		19 02 1841 0:00:00		"Legislature authorized BOND to gain from MADISON the eastern halves of townships 4 to 6 north, range 5 west, dependent on local referendum that failed [no change]."	"(Ill. Laws 1840-1841, p. 80)"	18410219		"IL_AtlasHCB"
"17005"	"BOND"	"ils_bond"	"IL"		19 02 1841 0:00:00		"Legislature authorized BOND to gain from MADISON the eastern halves of townships 4 to 6 north, range 5 west, dependent on local referendum that failed [no change]."	"(Ill. Laws 1840-1841, p. 80)"	18410219		"IL_AtlasHCB"
"17093"	"KENDALL"	"ils_kendall"	"IL"	"1"	19 02 1841 0:00:00	31 12 2000 0:00:00	"KENDALL created from KANE and LA SALLE."	"(Ill. Laws 1840-1841, pp. 75-77)"	18410219	20001231	"IL_AtlasHCB"
"17089"	"KANE"	"ils_kane"	"IL"	"3"	19 02 1841 0:00:00	31 12 2000 0:00:00	"KANE lost to creation of KENDALL."	"(Ill. Laws 1840-1841, pp. 75-77)"	18410219	20001231	"IL_AtlasHCB"
"17099"	"LA SALLE"	"ils_lasalle"	"IL"	"4"	19 02 1841 0:00:00	11 04 1843 0:00:00	"LA SALLE lost to creation of KENDALL."	"(Ill. Laws 1840-1841, pp. 75-77)"	18410219	18430411	"IL_AtlasHCB"
	"OKAW (proposed)"	"ils_okaw"	"IL"	"1"	24 02 1841 0:00:00	24 02 1841 0:00:00	"Legislature authorized creation of OKAW (proposed) from MACON and SHELBY, dependent on local referendum that failed. OKAW was in the same general area as MOULTRIE, created 16 February 1843."	"(Ill. Laws 1840-1841, pp. 80-83)"	18410224	18410224	"IL_AtlasHCB"
"17173"	"SHELBY"	"ils_shelby"	"IL"		24 02 1841 0:00:00		"Legislature authorized creation of OKAW (proposed) from SHELBY and MACON, dependent on local referendum that failed [no change]."	"(Ill. Laws 1840-1841, pp. 80-83)"	18410224		"IL_AtlasHCB"
"17115"	"MACON"	"ils_macon"	"IL"		24 02 1841 0:00:00		"Legislature authorized creation of OKAW (proposed) from MACON and SHELBY, dependent on local referendum that failed [no change]."	"(Ill. Laws 1840-1841, pp. 80-83)"	18410224		"IL_AtlasHCB"
"17141"	"OGLE"	"ils_ogle"	"IL"		27 02 1841 0:00:00		"Legislature authorized CARROLL to gain from OGLE the eastern halves of townships 23 to 25 north, range 7 east, dependent on local referendum that failed [no change]."	"(Ill. Laws 1840-1841, p. 90)"	18410227		"IL_AtlasHCB"
"17015"	"CARROLL"	"ils_carroll"	"IL"		27 02 1841 0:00:00		"Legislature authorized CARROLL to gain from OGLE the eastern halves of townships 23 to 25 north, range 7 east, dependent on local referendum that failed [no change]."	"(Ill. Laws 1840-1841, p. 90)"	18410227		"IL_AtlasHCB"
"17167"	"SANGAMON"	"ils_sangamon"	"IL"		27 02 1841 0:00:00		"Legislature authorized creation of ALLEN (proposed) from SANGAMON, MACOUPIN, and MORGAN, dependent on local referendum that failed [no change]."	"(Ill. Laws 1840-1841, pp. 87-90)"	18410227		"IL_AtlasHCB"
	"ALLEN (proposed)"	"ils_allen"	"IL"	"1"	27 02 1841 0:00:00	27 02 1841 0:00:00	"Legislature authorized creation of ALLEN (proposed) from MACOUPIN, MORGAN, and SANGAMON, dependent on local referendum that failed. Subsequent attempts were made to create a county in the same general area (BENTON in 1843 and OREGON in 1851), but all attempts failed."	"(Ill. Laws 1840-1841, pp. 87-90)"	18410227	18410227	"IL_AtlasHCB"
"17137"	"MORGAN"	"ils_morgan"	"IL"		27 02 1841 0:00:00		"Legislature authorized creation of ALLEN (proposed) from MORGAN, MACOUPIN, and SANGAMON, dependent on local referendum that failed [no change]."	"(Ill. Laws 1840-1841, pp. 87-90)"	18410227		"IL_AtlasHCB"
"17117"	"MACOUPIN"	"ils_macoupin"	"IL"		27 02 1841 0:00:00		"Legislature authorized creation of ALLEN (proposed) from MACOUPIN, MORGAN, and SANGAMON, dependent on local referendum that failed [no change]."	"(Ill. Laws 1840-1841, pp. 87-90)"	18410227		"IL_AtlasHCB"
"17113"	"McLEAN"	"ils_mclean"	"IL"	"4"	27 02 1841 0:00:00	27 02 1843 0:00:00	"McLEAN lost to creation of WOODFORD."	"(Ill. Laws 1840-1841, pp. 84-86)"	18410227	18430227	"IL_AtlasHCB"
"17203"	"WOODFORD"	"ils_woodford"	"IL"	"1"	27 02 1841 0:00:00	27 02 1843 0:00:00	"WOODFORD created from McLEAN and TAZEWELL."	"(Ill. Laws 1840-1841, pp. 84-86)"	18410227	18430227	"IL_AtlasHCB"
"17179"	"TAZEWELL"	"ils_tazewell"	"IL"	"5"	27 02 1841 0:00:00	31 12 2000 0:00:00	"TAZEWELL lost to creation of WOODFORD."	"(Ill. Laws 1840-1841, pp. 84-86)"	18410227	20001231	"IL_AtlasHCB"
"17101"	"LAWRENCE"	"ils_lawrence"	"IL"	"3"	07 06 1841 0:00:00	31 12 2000 0:00:00	"LAWRENCE lost to creation of RICHLAND."	"(Ill. Laws 1840-1841, pp. 77-79)"	18410607	20001231	"IL_AtlasHCB"
"17159"	"RICHLAND"	"ils_richland"	"IL"	"1"	07 06 1841 0:00:00	31 12 2000 0:00:00	"RICHLAND created from CLAY and LAWRENCE."	"(Ill. Laws 1840-1841, pp. 77-79)"	18410607	20001231	"IL_AtlasHCB"
"17025"	"CLAY"	"ils_clay"	"IL"	"3"	07 06 1841 0:00:00	31 12 2000 0:00:00	"CLAY lost to creation of RICHLAND."	"(Ill. Laws 1840-1841, pp. 77-79)"	18410607	20001231	"IL_AtlasHCB"
"17173"	"SHELBY"	"ils_shelby"	"IL"		06 02 1843 0:00:00		"Legislature authorized creation of AUDUBON (proposed) from SHELBY, FAYETTE, and MONTGOMERY, dependent on local referendum that failed [no change]."	"(Ill. Laws 1842-1843, pp. 73-74)"	18430206		"IL_AtlasHCB"
"17135"	"MONTGOMERY"	"ils_montgomery"	"IL"		06 02 1843 0:00:00		"Legislature authorized creation of AUDUBON (proposed) from MONTGOMERY, FAYETTE, and SHELBY, dependent on local referendum that failed [no change]."	"(Ill. Laws 1842-1843, pp. 73-74)"	18430206		"IL_AtlasHCB"
"17051"	"FAYETTE"	"ils_fayette"	"IL"		06 02 1843 0:00:00		"Legislature authorized creation of AUDUBON (proposed) from FAYETTE, MONTGOMERY, and SHELBY, dependent on local referendum that failed [no change]."	"(Ill. Laws 1842-1843, pp. 73-74)"	18430206		"IL_AtlasHCB"
	"AUDUBON (proposed)"	"ils_audubon"	"IL"	"1"	06 02 1843 0:00:00	06 02 1843 0:00:00	"Legislature authorized creation of AUDUBON (proposed) from FAYETTE, MONTGOMERY, and SHELBY, dependent on local referendum that failed."	"(Ill. Laws 1842-1843, pp. 73-74)"	18430206	18430206	"IL_AtlasHCB"
"17151"	"POPE"	"ils_pope"	"IL"	"6"	08 02 1843 0:00:00	02 03 1843 0:00:00	"POPE lost to creation of MASSAC."	"(Ill. Laws 1842-1843, pp. 74-76)"	18430208	18430302	"IL_AtlasHCB"
"17087"	"JOHNSON"	"ils_johnson"	"IL"	"4"	08 02 1843 0:00:00	31 12 2000 0:00:00	"JOHNSON lost to creation of MASSAC."	"(Ill. Laws 1842-1843, pp. 74-76)"	18430208	20001231	"IL_AtlasHCB"
"17127"	"MASSAC"	"ils_massac"	"IL"	"1"	08 02 1843 0:00:00	02 03 1843 0:00:00	"MASSAC created from JOHNSON and POPE."	"(Ill. Laws 1842-1843, pp. 74-76)"	18430208	18430302	"IL_AtlasHCB"
	"MARQUETTE (extinct)"	"ils_highland"	"IL"	"1"	11 02 1843 0:00:00	26 02 1847 0:00:00	"MARQUETTE (later HIGHLAND, extinct) created from ADAMS."	"(Ill. Laws 1842-1843, pp. 77-83)"	18430211	18470226	"IL_AtlasHCB"
"17001"	"ADAMS"	"ils_adams"	"IL"	"2"	11 02 1843 0:00:00	26 02 1847 0:00:00	"ADAMS lost to creation of MARQUETTE (later HIGHLAND, extinct)."	"(Ill. Laws 1842-1843, pp. 77-83)"	18430211	18470226	"IL_AtlasHCB"
"17173"	"SHELBY"	"ils_shelby"	"IL"	"3"	16 02 1843 0:00:00	31 12 2000 0:00:00	"SHELBY lost to creation of MOULTRIE."	"(Ill. Laws 1842-1843, pp. 83-85)"	18430216	20001231	"IL_AtlasHCB"
"17115"	"MACON"	"ils_macon"	"IL"	"5"	16 02 1843 0:00:00	31 12 2000 0:00:00	"MACON lost to creation of MOULTRIE."	"(Ill. Laws 1842-1843, pp. 83-85)"	18430216	20001231	"IL_AtlasHCB"
"17139"	"MOULTRIE"	"ils_moultrie"	"IL"	"1"	16 02 1843 0:00:00	31 12 2000 0:00:00	"MOULTRIE created from MACON and SHELBY. On 24 February 1841, an unsuccessful attempt was made to create OKAW (proposed) in the same general area."	"(Ill. Laws 1842-1843, pp. 83-85)"	18430216	20001231	"IL_AtlasHCB"
"17203"	"WOODFORD"	"ils_woodford"	"IL"		17 02 1843 0:00:00		"Legislature authorized WOODFORD to gain from TAZEWELL all of township 26 north, east of the Illinois River (except for small area around East Peoria),  dependent on local referendum that failed [no change]."	"(Ill. Laws 1842-1843, pp. 86-88)"	18430217		"IL_AtlasHCB"
"17179"	"TAZEWELL"	"ils_tazewell"	"IL"		17 02 1843 0:00:00		"Legislature authorized WOODFORD to gain from TAZEWELL all of township 26 north, east of the Illinois River (except for small area around East Peoria),  dependent on local referendum that failed [no change]."	"(Ill. Laws 1842-1843, pp. 86-88)"	18430217		"IL_AtlasHCB"
"17183"	"VERMILION"	"ils_vermilion"	"IL"		21 02 1843 0:00:00		"Legislature authorized creation of MILTON (proposed) from VERMILION, dependent on local referendum that failed [no change]."	"(Ill. Laws 1842-1843, pp. 88-91)"	18430221		"IL_AtlasHCB"
	"MILTON (proposed)"	"ils_milton"	"IL"	"1"	21 02 1843 0:00:00	21 02 1843 0:00:00	"Legislature authorized creation of MILTON (proposed) from VERMILION, dependent on local referendum that failed."	"(Ill. Laws 1842-1843, pp. 88-91)"	18430221	18430221	"IL_AtlasHCB"
"17111"	"McHENRY"	"ils_mchenry"	"IL"		24 02 1843 0:00:00		"McHENRY boundaries were redefined [no change]."	"(Ill. Laws 1842-1843, p. 91)"	18430224		"IL_AtlasHCB"
"17203"	"WOODFORD"	"ils_woodford"	"IL"	"2"	28 02 1843 0:00:00	31 12 2000 0:00:00	"WOODFORD exchanged with McLEAN."	"(Ill. Laws 1842-1843, p. 91)"	18430228	20001231	"IL_AtlasHCB"
"17113"	"McLEAN"	"ils_mclean"	"IL"	"5"	28 02 1843 0:00:00	31 12 2000 0:00:00	"McLEAN exchanged with WOODFORD."	"(Ill. Laws 1842-1843, p. 91)"	18430228	20001231	"IL_AtlasHCB"
"17119"	"MADISON"	"ils_madison"	"IL"	"11"	02 03 1843 0:00:00	31 12 2000 0:00:00	"MADISON lost to BOND."	"(Ill. Laws 1842-1843, pp. 98-99)"	18430302	20001231	"IL_AtlasHCB"
"17005"	"BOND"	"ils_bond"	"IL"	"8"	02 03 1843 0:00:00	31 12 2000 0:00:00	"BOND gained from MADISON."	"(Ill. Laws 1842-1843, pp. 98-99)"	18430302	20001231	"IL_AtlasHCB"
"17167"	"SANGAMON"	"ils_sangamon"	"IL"	"6"	02 03 1843 0:00:00	27 02 1847 0:00:00	"SANGAMON lost to MENARD."	"(Ill. Laws 1842-1843, p. 94)"	18430302	18470227	"IL_AtlasHCB"
"17129"	"MENARD"	"ils_menard"	"IL"	"3"	02 03 1843 0:00:00	27 02 1847 0:00:00	"MENARD gained from SANGAMON."	"(Ill. Laws 1842-1843, p. 94)"	18430302	18470227	"IL_AtlasHCB"
"17127"	"MASSAC"	"ils_massac"	"IL"	"2"	03 03 1843 0:00:00	04 06 1843 0:00:00	"MASSAC lost to POPE."	"(Ill. Laws 1842-1843, p. 101)"	18430303	18430604	"IL_AtlasHCB"
"17151"	"POPE"	"ils_pope"	"IL"	"7"	03 03 1843 0:00:00	31 12 2000 0:00:00	"POPE gained from MASSAC."	"(Ill. Laws 1842-1843, p. 101)"	18430303	20001231	"IL_AtlasHCB"
					04 03 1843 0:00:00		"Boundaries of all counties bordering the Wabash and Mississippi Rivers were extended to the state limit in those rivers [not mapped]."	"(Ill. Laws 1842-1843, p. 109)"	18430304		"IL_AtlasHCB"
"17137"	"MORGAN"	"ils_morgan"	"IL"		04 03 1843 0:00:00		"Legislature authorized CASS to gain from MORGAN the southern half of township 17 north all along its southern border, dependent on local referendum that failed [see 5 May 1845; no change]. Legislature authorized creation of BENTON (proposed) from MORGAN, GREENE, and MACOUPIN, dependent on local referendum that failed [no change]."	"(Ill. Laws 1842-1843, pp. 104-108)"	18430304		"IL_AtlasHCB"
"17017"	"CASS"	"ils_cass"	"IL"		04 03 1843 0:00:00		"Legislature authorized CASS to gain from MORGAN the southern half of township 17 north all along its southern border, dependent on local referendum that failed [see 5 May 1845; no change]."	"(Ill. Laws 1842-1843, pp. 104-108)"	18430304		"IL_AtlasHCB"
